2017-08-23 09:31:20 [scrapy.utils.log] INFO: Scrapy 1.4.0 started (bot: mdianping)
2017-08-23 09:31:20 [scrapy.utils.log] INFO: Overridden settings: {'SPIDER_MODULES': ['mdianping.spiders'], 'NEWSPIDER_MODULE': 'mdianping.spiders', 'BOT_NAME': 'mdianping', 'RETRY_TIMES': 8, 'LOG_FILE': 'logs/mdianping/food/c346280687a211e7aef9560000855d62.log', 'RETRY_HTTP_CODES': [500, 502, 503, 504, 400, 403, 404, 408, 429]}
2017-08-23 09:31:20 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.logstats.LogStats',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.corestats.CoreStats']
2017-08-23 09:31:20 [scrapy.middleware] INFO: Enabled downloader middlewares:
['mdianping.proxy.RandomUserAgent',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2017-08-23 09:31:20 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2017-08-23 09:31:20 [scrapy.middleware] INFO: Enabled item pipelines:
['mdianping.pipelines.MdianpingPipeline']
2017-08-23 09:31:20 [scrapy.core.engine] INFO: Spider opened
2017-08-23 09:31:20 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2017-08-23 09:31:20 [scrapy.extensions.telnet] DEBUG: Telnet console listening on 127.0.0.1:6023
2017-08-23 09:31:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=116&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=116&sortid=0&cityid=6)
2017-08-23 09:31:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=0&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=112&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=112&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=26482&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=0&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=111&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=111&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=118&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=118&sortid=0&cityid=6)
2017-08-23 09:31:23 [food] WARNING: price is error uid is 22010498
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=114&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=114&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=101&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=101&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=118&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=118&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=1338&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=1338&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-417&categoryid=118&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=118&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=251&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=251&sortid=0&cityid=6)
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=109&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=109&sortid=0&cityid=6)
2017-08-23 09:31:23 [food] WARNING: price is error uid is 79678938
2017-08-23 09:31:23 [food] WARNING: price is error uid is 91683980
2017-08-23 09:31:23 [food] WARNING: price is error uid is 76339831
2017-08-23 09:31:23 [food] WARNING: price is error uid is 92620064
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=101&sortid=0&cityid=6&test=3> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=101&sortid=0&cityid=6)
2017-08-23 09:31:23 [food] WARNING: price is error uid is 43815704
2017-08-23 09:31:23 [food] WARNING: price is error uid is 80342544
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=133&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=133&sortid=0&cityid=6&test=2)
2017-08-23 09:31:23 [food] WARNING: price is error uid is 90500728
2017-08-23 09:31:23 [food] WARNING: price is error uid is 91690900
2017-08-23 09:31:23 [food] WARNING: price is error uid is 40191474
2017-08-23 09:31:23 [food] WARNING: price is error uid is 4107282
2017-08-23 09:31:23 [food] WARNING: price is error uid is 39953479
2017-08-23 09:31:23 [food] WARNING: price is error uid is 32405048
2017-08-23 09:31:23 [food] WARNING: price is error uid is 24913058
2017-08-23 09:31:23 [food] WARNING: price is error uid is 66220460
2017-08-23 09:31:23 [food] WARNING: price is error uid is 65766340
2017-08-23 09:31:23 [food] WARNING: price is error uid is 67562480
2017-08-23 09:31:23 [food] WARNING: price is error uid is 65661987
2017-08-23 09:31:23 [food] WARNING: price is error uid is 10522325
2017-08-23 09:31:23 [food] WARNING: price is error uid is 69880595
2017-08-23 09:31:23 [food] WARNING: price is error uid is 67478675
2017-08-23 09:31:23 [food] WARNING: price is error uid is 28986221
2017-08-23 09:31:23 [food] WARNING: price is error uid is 92040216
2017-08-23 09:31:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6)
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=1783&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=1783&sortid=0&cityid=6)
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=118&sortid=0&cityid=6&test=3> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=-3599&categoryid=118&sortid=0&cityid=6)
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=26482&sortid=0&cityid=6&test=2> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=26482&sortid=0&cityid=6)
2017-08-23 09:31:24 [food] WARNING: price is error uid is 68962286
2017-08-23 09:31:24 [food] WARNING: price is error uid is 92248650
2017-08-23 09:31:24 [food] WARNING: price is error uid is 91889247
2017-08-23 09:31:24 [food] WARNING: price is error uid is 43930840
2017-08-23 09:31:24 [food] WARNING: price is error uid is 67955742
2017-08-23 09:31:24 [food] WARNING: price is error uid is 50417261
2017-08-23 09:31:24 [food] WARNING: price is error uid is 91896599
2017-08-23 09:31:24 [food] WARNING: price is error uid is 92650931
2017-08-23 09:31:24 [food] WARNING: price is error uid is 57040869
2017-08-23 09:31:24 [food] WARNING: price is error uid is 90309883
2017-08-23 09:31:24 [food] WARNING: price is error uid is 66945935
2017-08-23 09:31:24 [food] WARNING: price is error uid is 90191149
2017-08-23 09:31:24 [food] WARNING: price is error uid is 32671499
2017-08-23 09:31:24 [food] WARNING: price is error uid is 79616860
2017-08-23 09:31:24 [food] WARNING: price is error uid is 57901244
2017-08-23 09:31:24 [food] WARNING: price is error uid is 73410381
2017-08-23 09:31:24 [food] WARNING: price is error uid is 82238453
2017-08-23 09:31:24 [food] WARNING: price is error uid is 4216316
2017-08-23 09:31:24 [food] WARNING: price is error uid is 6295602
2017-08-23 09:31:24 [food] WARNING: price is error uid is 69945825
2017-08-23 09:31:24 [food] WARNING: price is error uid is 22105934
2017-08-23 09:31:24 [food] WARNING: price is error uid is 67015654
2017-08-23 09:31:24 [food] WARNING: price is error uid is 63783210
2017-08-23 09:31:24 [food] WARNING: price is error uid is 67494408
2017-08-23 09:31:24 [food] WARNING: price is error uid is 67016330
2017-08-23 09:31:24 [food] WARNING: price is error uid is 40056699
2017-08-23 09:31:24 [food] WARNING: price is error uid is 91027677
2017-08-23 09:31:24 [food] WARNING: price is error uid is 40464889
2017-08-23 09:31:24 [food] WARNING: price is error uid is 93034901
2017-08-23 09:31:24 [food] WARNING: price is error uid is 4719494
2017-08-23 09:31:24 [food] WARNING: price is error uid is 27246296
2017-08-23 09:31:24 [food] WARNING: price is error uid is 75661280
2017-08-23 09:31:24 [food] WARNING: price is error uid is 9177759
2017-08-23 09:31:24 [food] WARNING: price is error uid is 5586118
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/66716639?from=shoplist&shoplistqueryid=f3823060-575c-44fa-affd-ce1026101180> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=133&sortid=0&cityid=6&test=2)
2017-08-23 09:31:24 [food] WARNING: price is error uid is 26999945
2017-08-23 09:31:24 [food] WARNING: price is error uid is 92116261
2017-08-23 09:31:24 [food] WARNING: price is error uid is 90090533
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=118&sortid=0&cityid=6&test=3> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=118&sortid=0&cityid=6)
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=101&sortid=0&cityid=6&test=3> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=-420&categoryid=101&sortid=0&cityid=6)
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/66276494?from=shoplist&shoplistqueryid=da55bdd0-ec32-4e69-b20b-12ee3b24d5bb> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=114&sortid=0&cityid=6&test=2)
2017-08-23 09:31:24 [food] WARNING: price is error uid is 90347500
2017-08-23 09:31:24 [food] WARNING: price is error uid is 2641612
2017-08-23 09:31:24 [food] WARNING: price is error uid is 79155339
2017-08-23 09:31:24 [food] WARNING: price is error uid is 92915867
2017-08-23 09:31:24 [food] WARNING: price is error uid is 73589374
2017-08-23 09:31:24 [food] WARNING: price is error uid is 91673786
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=114&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=114&sortid=0&cityid=6&test=2)
2017-08-23 09:31:24 [food] WARNING: price is error uid is 90089501
2017-08-23 09:31:24 [food] WARNING: price is error uid is 75124450
2017-08-23 09:31:24 [food] WARNING: price is error uid is 91955710
2017-08-23 09:31:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=116&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=116&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=109&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=109&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/67501335?from=shoplist&shoplistqueryid=6bf2c35f-1dc0-4bb8-a313-734c2413a455> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=116&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/65862753?from=shoplist&shoplistqueryid=254f46c1-c5ce-4ada-be9f-28f313a87ada> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=111&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/10666112?from=shoplist&shoplistqueryid=ee6d7e57-9000-4a8b-9740-674c42bacc9d> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=109&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [food] WARNING: price is error uid is 14162207
2017-08-23 09:31:25 [food] WARNING: price is error uid is 68227218
2017-08-23 09:31:25 [food] WARNING: price is error uid is 11578757
2017-08-23 09:31:25 [food] WARNING: price is error uid is 90429078
2017-08-23 09:31:25 [food] WARNING: price is error uid is 81959139
2017-08-23 09:31:25 [food] WARNING: price is error uid is 32476848
2017-08-23 09:31:25 [food] WARNING: price is error uid is 63233072
2017-08-23 09:31:25 [food] WARNING: price is error uid is 45603744
2017-08-23 09:31:25 [food] WARNING: price is error uid is 80236912
2017-08-23 09:31:25 [food] WARNING: price is error uid is 66897433
2017-08-23 09:31:25 [food] WARNING: price is error uid is 92293650
2017-08-23 09:31:25 [food] WARNING: price is error uid is 93245826
2017-08-23 09:31:25 [food] WARNING: price is error uid is 64023116
2017-08-23 09:31:25 [food] WARNING: price is error uid is 65123638
2017-08-23 09:31:25 [food] WARNING: price is error uid is 92182992
2017-08-23 09:31:25 [food] WARNING: price is error uid is 75158404
2017-08-23 09:31:25 [food] WARNING: price is error uid is 68510058
2017-08-23 09:31:25 [food] WARNING: price is error uid is 80051812
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=50&regionid=0&categoryid=133&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=133&sortid=0&cityid=6)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/66716639/map> (referer: http://m.dianping.com/shop/66716639?from=shoplist&shoplistqueryid=f3823060-575c-44fa-affd-ce1026101180)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/67626478?from=shoplist&shoplistqueryid=2b43d5b5-946b-4824-8fa1-8615e3af0ea0> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [food] WARNING: price is error uid is 92937118
2017-08-23 09:31:25 [food] WARNING: price is error uid is 90464465
2017-08-23 09:31:25 [food] WARNING: price is error uid is 92420310
2017-08-23 09:31:25 [food] WARNING: price is error uid is 71938831
2017-08-23 09:31:25 [food] WARNING: price is error uid is 75191851
2017-08-23 09:31:25 [food] WARNING: price is error uid is 92572732
2017-08-23 09:31:25 [food] WARNING: price is error uid is 69298998
2017-08-23 09:31:25 [food] WARNING: price is error uid is 66948972
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/66326461?from=shoplist&shoplistqueryid=2b43d5b5-946b-4824-8fa1-8615e3af0ea0> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://m.dianping.com/shop/90090533?from=shoplist&shoplistqueryid=3d19f917-45eb-4bab-8f2a-75f6be03054d> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=26482&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=250&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=250&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=110&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=0&sortid=0&cityid=6)
2017-08-23 09:31:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://mapi.dianping.com/searchshop.json?start=25&regionid=0&categoryid=26482&sortid=0&cityid=6> (referer: http://mapi.dianping.com/searchshop.json?start=0&regionid=0&categoryid=26482&sortid=0&cityid=6&test=2)
2017-08-23 09:31:25 [food] WARNING: price is error uid is 91988979
2017-08-23 09:31:25 [food] WARNING: price is error uid is 77289460
2017-08-23 09:31:25 [food] WARNING: price is error uid is 66839571
2017-08-23 09:31:25 [food] WARNING: price is error uid is 90921152
2017-08-23 09:31:25 [food] WARNING: price is error uid is 24636617
2017-08-23 09:31:25 [food] WARNING: price is error uid is 10522478
